"Id","Datum","Kartentyp","Seite","Lokaltyp","Lokalname","Breite_neu","Höhe_neu","Breite_orig","Höhe_orig","MD5","Dateiname_original"
116,"01.09.1959","Speisenkarte",1,"Hotel","Bayerischer Hof",876,1024,3493,4082,"ff4796f544d574db6799bc54f9c3bf9a","Bayerischer Hof, Hotel_Speisenkarte_September 1959_01.jpg"
117,"01.09.1959","Speisenkarte",2,"Hotel","Bayerischer Hof",874,1024,3484,4082,"2bd91981740f80279e266d8e46195d84","Bayerischer Hof, Hotel_Speisenkarte_September 1959_02.jpg"
118,"01.09.1959","Speisenkarte",3,"Hotel","Bayerischer Hof",874,1024,3484,4082,"6955692254a9165ef066f60d76a3733a","Bayerischer Hof, Hotel_Speisenkarte_September 1959_03.jpg"
119,"01.09.1959","Speisenkarte",4,"Hotel","Bayerischer Hof",883,1024,3520,4082,"c4b8ee01fa645a2053046c88d0219506","Bayerischer Hof, Hotel_Speisenkarte_September 1959_04.jpg"
120,"07.10.1959","Tageskarte",1,"Hotel","Bayerischer Hof",552,1024,2054,3810,"5d2f87524837100b5d1b96842093140e","Bayerischer Hof, Hotel_Tageskarte_07.10.1959_01.jpg"
121,"29.10.1959","Tageskarte",1,"Hotel","Bayerischer Hof",509,1024,1928,3882,"85ae0802694dda3c50bc38d397fd962f","Bayerischer Hof, Hotel_Tageskarte_29.10.1959_01.jpg"
122,"29.10.1959","Tageskarte",2,"Hotel","Bayerischer Hof",494,1024,1873,3882,"e19709fd46fa440b100f62cef73ad595","Bayerischer Hof, Hotel_Tageskarte_29.10.1959_02.jpg"
123,"29.10.1959","Tageskarte",3,"Hotel","Bayerischer Hof",494,1024,1873,3882,"b2ddae331f90069eb9f852d7146b8bb2","Bayerischer Hof, Hotel_Tageskarte_29.10.1959_03.jpg"
124,"01.07.1959","Weinkarte",1,"Hotel","Bayerischer Hof",627,1024,2289,3737,"d800a0c7e47988afaa4772f4ff5b2481","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_01.jpg"
125,"01.07.1959","Weinkarte",2,"Hotel","Bayerischer Hof",620,1024,2263,3737,"12b51435016579c744fdb72376926893","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_02.jpg"
126,"01.07.1959","Weinkarte",3,"Hotel","Bayerischer Hof",620,1024,2263,3737,"48a37701428246ceb9be575ad111d535","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_03.jpg"
127,"01.07.1959","Weinkarte",4,"Hotel","Bayerischer Hof",620,1024,2263,3737,"456070ddd012e412ba0704d8b115c80a","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_04.jpg"
128,"01.07.1959","Weinkarte",5,"Hotel","Bayerischer Hof",620,1024,2263,3737,"80586ade370d4dc2325c1dbed50a17d7","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_05.jpg"
129,"01.07.1959","Weinkarte",6,"Hotel","Bayerischer Hof",620,1024,2263,3737,"782f63a24e1ad1a19b2f351143248b36","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_06.jpg"
130,"01.07.1959","Weinkarte",7,"Hotel","Bayerischer Hof",620,1024,2263,3737,"6ea846aae9c923427175c909f55a5612","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_07.jpg"
131,"01.07.1959","Weinkarte",8,"Hotel","Bayerischer Hof",627,1024,2289,3737,"dedff91fcb0dabf312075362918caf2c","Bayerischer Hof, Hotel_Weinkarte_Juli 1959_08.jpg"
132,"15.07.1939","Abendkarte",1,"Gaststätte","Bierstüberl am Deutschen Theater",732,1024,4108,5746,"c0b3afdd56f46aed4a3345aacbc2e1ef","Bierstüberl am Deutschen Theater_Abendkarte_15.07.1939_01.jpg"
133,"1965","Speisenkarte",1,"Festzelt","Bräu-Rosl",735,1024,3520,4905,"0203db842675803e1069f05966b4262c","Bräu-Rosl Festzelt_Speisenkarte_1965_01.jpg"
134,"1965","Speisenkarte",2,"Festzelt","Bräu-Rosl",1427,1024,6833,4905,"80a42b752f534a51dd5d5af0cb38a5b2","Bräu-Rosl Festzelt_Speisenkarte_1965_02.jpg"
135,"1965","Speisenkarte",3,"Festzelt","Bräu-Rosl",735,1024,3493,4869,"41402c55569545cfe425a841d612e484","Bräu-Rosl Festzelt_Speisenkarte_1965_03.jpg"
136,"02.03.1926","Ménu",1,"Cafe","Cafe de Paris",744,1024,5339,7349,"022af7816d82e0ce25fd4f9aa69d1e7f","Café de Paris_Ménu_02.03.1926_01.jpg"
137,"02.03.1926","Ménu",2,"Cafe","Cafe de Paris",744,1024,5339,7349,"5b60600d6df172ca8d0b074abbb3e6ab","Café de Paris_Ménu_02.03.1926_02.jpg"
138,"1960","Speisenkarte-Formular",1,,"Chez Pierre",779,1024,3901,5131,"2afc6caabaec3f3b54e0671f71cc31aa","Chez Pierre_Speisenkarte-Formular_1960_01.jpg"
139,"1960","Speisenkarte-Formular",2,,"Chez Pierre",1532,1024,7675,5131,"b9788e5b93a7da355610cc44ba23ea24","Chez Pierre_Speisenkarte-Formular_1960_02.jpg"
140,"21.08.1938","Tageskarte",1,"Hospiz","Christliches Hospiz München",573,1024,3521,6290,"c4edc6a81c5afd3e1b6fa8e79c4294c4","Christliches Hospiz München_Tageskarte_21.08.1938_01.jpg"
141,"21.08.1938","Tageskarte",2,"Hospiz","Christliches Hospiz München",583,1024,3521,6182,"9483a7a904a5e418a6878c9dc395f201","Christliches Hospiz München_Tageskarte_21.08.1938_02.jpg"
142,"26.07.1971","Tagesgericht",1,,"Coop im Stachus-Zentrum",523,1024,2298,4498,"e4fa157defc5b7869d1dd38ce571718d","Coop im Stachus-Zentrum, München, Karlsplatz_Tagesgericht_26.-30.07.1971_01.jpg"
143,"06.06.1917","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",759,1024,3104,4190,"4451e521f22a3d918559fda0e7f74750","Deutschen Haus, Gaststätte zum_F Mon 3454_Kriegs-Speisenkarte_06.06.1917_01.jpg"
144,"06.06.1917","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1464,1024,5991,4190,"b852511de64b68b11690ac558677d5d3","Deutschen Haus, Gaststätte zum_F Mon 3454_Kriegs-Speisenkarte_06.06.1917_02.jpg"
145,"06.06.1917","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",756,1024,3095,4190,"9d8774b260582a2c3691691dea25822e","Deutschen Haus, Gaststätte zum_F Mon 3454_Kriegs-Speisenkarte_06.06.1917_03.jpg"
146,"27.06.1917","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",756,1024,3095,4190,"4dcd3df3d64d4e1f633d7d0d8b20824b","Deutschen Haus, Gaststätte zum_F Mon 3455_Kriegs-Speisenkarte_27.06.1917_01.jpg"
147,"27.06.1917","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1451,1024,5936,4190,"3f11d9ace62fd4b9d5093a3dc71ba4aa","Deutschen Haus, Gaststätte zum_F Mon 3455_Kriegs-Speisenkarte_27.06.1917_02.jpg"
148,"27.06.1917","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",750,1024,3068,4190,"f2bf40097ff8b70b0a6cdc993a4829c4","Deutschen Haus, Gaststätte zum_F Mon 3455_Kriegs-Speisenkarte_27.06.1917_03.jpg"
149,"30.07.1917","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",759,1024,3104,4190,"15eb067885302399038a88f283808b8f","Deutschen Haus, Gaststätte zum_F Mon 3459_Kriegs-Speisenkarte_30.07.1917_01.jpg"
150,"30.07.1917","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1473,1024,6028,4190,"ff2a06dbf4d2cff172c2aebcc83ca6e0","Deutschen Haus, Gaststätte zum_F Mon 3459_Kriegs-Speisenkarte_30.07.1917_02.jpg"
151,"30.07.1917","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",748,1024,3086,4227,"0b8585ca4c335761f8aa1f8f171f1160","Deutschen Haus, Gaststätte zum_F Mon 3459_Kriegs-Speisenkarte_30.07.1917_03.jpg"
152,"30.07.1917","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",748,1024,3086,4227,"ac8c836cab8b49aa1d8c9ab3b655706e","Deutschen Haus, Gaststätte zum_F Mon 3460_Kriegs-Speisenkarte_30.07.1917_01.jpg"
153,"30.07.1917","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1454,1024,6000,4227,"385703ad963715797a6de5307714ca8c","Deutschen Haus, Gaststätte zum_F Mon 3460_Kriegs-Speisenkarte_30.07.1917_02.jpg"
154,"30.07.1917","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",756,1024,3122,4227,"c0654387a93a009137854ee10783ea60","Deutschen Haus, Gaststätte zum_F Mon 3460_Kriegs-Speisenkarte_30.07.1917_03.jpg"
155,"21.11.1917","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",770,1024,3122,4154,"ed0e8c5e00073cd6aa91077135d63d6d","Deutschen Haus, Gaststätte zum_F Mon 3466_Kriegs-Speisenkarte_21.11.1917_01.jpg"
156,"21.11.1917","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1492,1024,6054,4154,"28aed60dbcf5c878e6fe9aa0839cd1ad","Deutschen Haus, Gaststätte zum_F Mon 3466_Kriegs-Speisenkarte_21.11.1917_02.jpg"
157,"21.11.1917","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",765,1024,3104,4154,"cebf022d9856909fb2384b685b623440","Deutschen Haus, Gaststätte zum_F Mon 3466_Kriegs-Speisenkarte_21.11.1917_03.jpg"
158,"01.05.1918","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",806,1024,3168,4027,"d2eb8f823c12549f635e797f9627272c","Deutschen Haus, Gaststätte zum_F Mon 3494_Kriegs-Speisenkarte_01.05.1918_01.jpg"
159,"01.05.1918","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1531,1024,6019,4027,"8ebcb0129ab4549419d9084dc1876e93","Deutschen Haus, Gaststätte zum_F Mon 3494_Kriegs-Speisenkarte_01.05.1918_02.jpg"
160,"01.05.1918","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",803,1024,3158,4027,"8e1d5ee19229c1e9c80779b31c8f11f9","Deutschen Haus, Gaststätte zum_F Mon 3494_Kriegs-Speisenkarte_01.05.1918_03.jpg"
161,"19.06.1918","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",751,1024,3059,4172,"fe322e2acba3e47377120b99a22755b9","Deutschen Haus, Gaststätte zum_F Mon 3495_Kriegs-Speisenkarte_19.06.1918_01.jpg"
162,"19.06.1918","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1466,1024,5973,4172,"6f91ebe6a652062e0dbcc7ec1c0dea0d","Deutschen Haus, Gaststätte zum_F Mon 3495_Kriegs-Speisenkarte_19.06.1918_02.jpg"
163,"19.06.1918","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",751,1024,3059,4172,"3309d0c5bc4c8a4a9c6f1fce17adaacb","Deutschen Haus, Gaststätte zum_F Mon 3495_Kriegs-Speisenkarte_19.06.1918_03.jpg"
164,"27.02.1918","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",765,1024,3104,4154,"8ad9070139e8a70fb2a058875cece6b4","Deutschen Haus, Gaststätte zum_o. Sign_Kriegs-Speisenkarte_27.02.1918_01.jpg"
165,"27.02.1918","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",1502,1024,6000,4091,"10676e0fc0a634b8337aaa560a1ab09e","Deutschen Haus, Gaststätte zum_o. Sign_Kriegs-Speisenkarte_27.02.1918_02.jpg"
166,"27.02.1918","Kriegs-Speisenkarte",3,"Gaststätte","Zum Deutschen Haus",772,1024,3086,4091,"fe8e2291f7d61da60eb6a997d1a6d061","Deutschen Haus, Gaststätte zum_o. Sign_Kriegs-Speisenkarte_27.02.1918_03.jpg"
167,"05.07.1916","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"bca028b32eebaa46524ff778211e73c2","Deutschen Haus, Gastwirtschaft zum_F Mon 3432_Kriegs-Speisenkarte_05.07.1916_01.jpg"
168,"05.07.1916","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"c473f885759ddbe72cbb49d0e1684996","Deutschen Haus, Gastwirtschaft zum_F Mon 3432_Kriegs-Speisenkarte_05.07.1916_02.jpg"
169,"07.06.1916","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"d17b61657fc70e9497a4159559744238","Deutschen Haus, Gastwirtschaft zum_F Mon 3434_Kriegs-Speisenkarte_07.06.1916_01.jpg"
170,"07.06.1916","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"9c377d20e35a06170675c9ecd91e2172","Deutschen Haus, Gastwirtschaft zum_F Mon 3434_Kriegs-Speisenkarte_07.06.1916_02.jpg"
171,"17.05.1916","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"ec961e64463216fe1426572c10424473","Deutschen Haus, Gastwirtschaft zum_F Mon 3435_Kriegs-Speisenkarte_17.05.1916_01.jpg"
172,"17.05.1916","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"c3f3f2a5386ddd7887e5667e97a37617","Deutschen Haus, Gastwirtschaft zum_F Mon 3435_Kriegs-Speisenkarte_17.05.1916_02.jpg"
173,"1916","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"d933b427b2d7bb0fb4ba9794257cf268","Deutschen Haus, Gastwirtschaft zum_F Mon 3436_Kriegs-Speisenkarte_Sommer 1916_01.jpg"
174,"1916","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"78c340aa18ef91ad73a8d5cbe060467f","Deutschen Haus, Gastwirtschaft zum_F Mon 3436_Kriegs-Speisenkarte_Sommer 1916_02.jpg"
175,"18.07.1916","Kriegs-Speisenkarte",1,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"a8a96af77c7122a2d27cf1f9c7c7250b","Deutschen Haus, Gastwirtschaft zum_o. Sign_Kriegs-Speisenkarte_18.07.1916_01.jpg"
176,"18.07.1916","Kriegs-Speisenkarte",2,"Gaststätte","Zum Deutschen Haus",683,1024,3656,5485,"31d59be801163ec2c114600ecfced13b","Deutschen Haus, Gastwirtschaft zum_o. Sign_Kriegs-Speisenkarte_18.07.1916_02.jpg"
177,"26.08.1938","Abendkarte",1,"Gaststätte","Deutsches Eck",733,1024,3620,5059,"5df3b9d1b2c8627425ea2193ea742e4d","Deutsches Eck, Gaststätte_Abendkarte_26.08.1938_01.jpg"
178,"26.08.1938","Abendkarte",2,"Gaststätte","Deutsches Eck",1442,1024,6987,4960,"b9e23a624b56dd554c6d5e718b3c69e9","Deutsches Eck, Gaststätte_Abendkarte_26.08.1938_02.jpg"
179,"08.11.1915","Abend-Speisen-Karte",1,"Restaurant","Deutsches Haus",660,1024,3665,5683,"62bdfec9142a40bdbdc84bfb542eba47","Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_01.jpg"
180,"08.11.1915","Abend-Speisen-Karte",2,"Restaurant","Deutsches Haus",1272,1024,7059,5683,"e285a30736376e7db969b74a48898ae5","Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_02.jpg"
181,"08.11.1915","Abend-Speisen-Karte",3,"Restaurant","Deutsches Haus",657,1024,3647,5683,"0b251de69254e3e286571a6829246fb0","Deutsches Haus, Restaurant_F Mon 3399_Abend-Speisen-Karte_08.11.1915_03.jpg"
182,"08.11.1915","Mittag-Speisen-Karte",1,"Restaurant","Deutsches Haus",664,1024,3683,5683,"ca00ae8ed97710f6eff426a2ca785961","Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_01.jpg"
183,"08.11.1915","Mittag-Speisen-Karte",2,"Restaurant","Deutsches Haus",1283,1024,7123,5683,"14c2e1e663c519d9619504c04c6e1aa7","Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_02.jpg"
184,"08.11.1915","Mittag-Speisen-Karte",3,"Restaurant","Deutsches Haus",660,1024,3665,5683,"ca6792eb3bda49f503e4e24b0a15582a","Deutsches Haus, Restaurant_F Mon 3400_Mittag-Speisen-Karte_08.11.1915_03.jpg"
185,"10.11.1915","Mittag-Speisen-Karte",1,"Restaurant","Deutsches Haus",657,1024,3647,5683,"515ab6a276d15670595f265b91635631","Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_01.jpg"
186,"10.11.1915","Mittag-Speisen-Karte",2,"Restaurant","Deutsches Haus",1288,1024,7149,5683,"2134de3fb983115cd873021f0b74d88f","Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_02.jpg"
187,"10.11.1915","Mittag-Speisen-Karte",3,"Restaurant","Deutsches Haus",660,1024,3665,5683,"ddaa9fc145b58e42903e3741b4cbca74","Deutsches Haus, Restaurant_F Mon 3401_Mittag-Speisen-Karte_10.11.1915_03.jpg"
188,"06.11.1915","Mittag-Speisen-Karte",1,"Restaurant","Deutsches Haus",661,1024,3674,5692,"c58d0e87e0a71466fdb76d6c6532db3e","Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_01.jpg"
189,"06.11.1915","Mittag-Speisen-Karte",2,"Restaurant","Deutsches Haus",1290,1024,7113,5647,"39e5e9abec56fc808c3726985840fd7f","Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_02.jpg"
190,"06.11.1915","Mittag-Speisen-Karte",3,"Restaurant","Deutsches Haus",663,1024,3656,5647,"703cac0304092d4401f2d1113402581a","Deutsches Haus, Restaurant_F Mon 3402_Mittag-Speisen-Karte_06.11.1915_03.jpg"
191,"07.11.1915","Abend-Speisen-Karte",1,"Restaurant","Deutsches Haus",666,1024,3674,5647,"55e2d113af01a794c94aa1774279b144","Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_01.jpg"
192,"07.11.1915","Abend-Speisen-Karte",2,"Restaurant","Deutsches Haus",1277,1024,7086,5683,"888eb184586a6255e906c32540fe402a","Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_02.jpg"
193,"07.11.1915","Abend-Speisen-Karte",3,"Restaurant","Deutsches Haus",657,1024,3647,5683,"ac42cda3d85a2e6921970405f23ebe90","Deutsches Haus, Restaurant_F Mon 3403_Abend-Speisen-Karte_07.11.1915_03.jpg"
194,"07.11.1915","Mittag-Speisen-Karte",1,"Restaurant","Deutsches Haus",660,1024,3638,5647,"0af6829ae61f628b3fa57a1d73568d91","Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_01.jpg"
195,"07.11.1915","Mittag-Speisen-Karte",2,"Restaurant","Deutsches Haus",1295,1024,7140,5647,"8c0a7fe44243b9fe2fa707b6d600a7c2","Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_02.jpg"
196,"07.11.1915","Mittag-Speisen-Karte",3,"Restaurant","Deutsches Haus",666,1024,3674,5647,"3cef331346817b9148b50ff5a30031cc","Deutsches Haus, Restaurant_F Mon 3404_Mittag-Speisen-Karte_07.11.1915_03.jpg"
197,"06.11.1915","Abend-Speisen-Karte",1,"Restaurant","Deutsches Haus",659,1024,3656,5683,"3b9423677ae0d574d9c6e74a6686713f","Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_01.jpg"
198,"06.11.1915","Abend-Speisen-Karte",2,"Restaurant","Deutsches Haus",1272,1024,7059,5683,"ea6f58b39719323af3dc7e6f0294376d","Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_02.jpg"
199,"06.11.1915","Abend-Speisen-Karte",3,"Restaurant","Deutsches Haus",656,1024,3638,5683,"0e4318805ed3410ff7f288e3109bdbb0","Deutsches Haus, Restaurant_F Mon 3405_Abend-Speisen-Karte_06.11.1915_03.jpg"
200,"10.11.1915","Abend-Speisen-Karte",1,"Restaurant","Deutsches Haus",660,1024,3665,5683,"a11eeed2edfebc378854034589d6242d","Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_01.jpg"
201,"10.11.1915","Abend-Speisen-Karte",2,"Restaurant","Deutsches Haus",1282,1024,7113,5683,"e05fe21e6609957bb3640168df9c6bff","Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_02.jpg"
202,"10.11.1915","Abend-Speisen-Karte",3,"Restaurant","Deutsches Haus",659,1024,3656,5683,"20194ae710efa126721883e9282b5bb7","Deutsches Haus, Restaurant_F Mon 3406_Abend-Speisen-Karte_10.11.1915_03.jpg"
203,"1947","Getränkekarte",1,"Bar","Deutsches Theater",646,1024,2010,3185,"4ef98b648ae33904bb099d3f110e863b","Deutsches Theater, Bar_Getränkekarte_ca. 1947_01.jpg"
204,"1947","Getränkekarte",2,"Bar","Deutsches Theater",646,1024,2010,3185,"66f1c2d2c1d7c08f0ad043c53352fe0a","Deutsches Theater, Bar_Getränkekarte_ca. 1947_02.jpg"
205,"05.09.1945","Speisenkarte",1,"Bar","Deutsches Theater",1255,1024,3928,3204,"5323c91b947d4712afcfbd3a98c3e661","Deutsches Theater, Bar_Speisenkarte_05.09.1945_01.jpg"
206,"05.09.1945","Speisenkarte",2,"Bar","Deutsches Theater",1241,1024,3883,3204,"6f723187b9d03f6685c9ac5c4d2633b2","Deutsches Theater, Bar_Speisenkarte_05.09.1945_02.jpg"
207,"06.12.1946","Speisenkarte",1,"Bar","Deutsches Theater",1241,1024,3728,3077,"ef33bdeb96857717ef7528498cc1d636","Deutsches Theater, Bar_Speisenkarte_06.12.1946_01.jpg"
208,"06.12.1946","Speisenkarte",2,"Bar","Deutsches Theater",1241,1024,3728,3077,"de625ae79ed26ff116cbd59f8a43ca85","Deutsches Theater, Bar_Speisenkarte_06.12.1946_02.jpg"
209,"07.09.1945","Speisenkarte",1,"Bar","Deutsches Theater",1256,1024,3883,3167,"e2321a63e996185dca208413482c9ecb","Deutsches Theater, Bar_Speisenkarte_07.09.1945_01.jpg"
210,"07.09.1945","Speisenkarte",2,"Bar","Deutsches Theater",1256,1024,3883,3167,"e9e0836dd021feba3f1e18206be2063a","Deutsches Theater, Bar_Speisenkarte_07.09.1945_02.jpg"
211,"07.09.1945","Speisenkarte",3,"Bar","Deutsches Theater",1408,1024,2525,1837,"5e3dd39943864cea735f8cf0c0c898e0","Deutsches Theater, Bar_Speisenkarte_07.09.1945_03.jpg"
212,"07.11.1947","Speisenkarte",1,"Bar","Deutsches Theater",1255,1024,3728,3041,"0c25c1ada93293a126a4b0e8f24b55ca","Deutsches Theater, Bar_Speisenkarte_07.11.1947_01.jpg"
213,"07.11.1947","Speisenkarte",2,"Bar","Deutsches Theater",1255,1024,3728,3041,"d0cfd9c1b3f368f95814a8a30902df54","Deutsches Theater, Bar_Speisenkarte_07.11.1947_02.jpg"
214,"09.09.1945","Speisenkarte",1,"Bar","Deutsches Theater",1250,1024,3901,3195,"f4bb7e43ca23d90691fcf4f0e27ff69f","Deutsches Theater, Bar_Speisenkarte_09.09.1945_01.jpg"
215,"09.09.1945","Speisenkarte",2,"Bar","Deutsches Theater",1250,1024,3901,3195,"a98b6e2dc948dd906faf3964a61ea2af","Deutsches Theater, Bar_Speisenkarte_09.09.1945_02.jpg"
216,"09.09.1945","Speisenkarte",3,"Bar","Deutsches Theater",1427,1024,2534,1819,"8f480ce8c321a8d76eb88178d59fb800","Deutsches Theater, Bar_Speisenkarte_09.09.1945_03.jpg"
217,"05.10.1945","Speisenkarte",1,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"ba9091b96400c044f29a0c38c4bfbb55","Deutsches Theater, Gaststätte_Speisenkarte_05.10.1945_01.jpg"
218,"05.10.1945","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"f24cd749f1716a2dd1984a2172ccf3da","Deutsches Theater, Gaststätte_Speisenkarte_05.10.1945_02.jpg"
219,"08.11.1947","Speisenkarte",1,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"d9de631e25b1ad2b13c4dcdc23f030f7","Deutsches Theater, Gaststätte_Speisenkarte_08.11.1947_01.jpg"
220,"08.11.1947","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"34263efb2cfc934efea36b349dbf0077","Deutsches Theater, Gaststätte_Speisenkarte_08.11.1947_02.jpg"
221,"09.10.1946","Speisenkarte",1,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"4bb01d3e1b5e2ba73c6a2e56b22467e6","Deutsches Theater, Gaststätte_Speisenkarte_09.10.1946_01.jpg"
222,"09.10.1946","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"532db6b2dc621b5982a7d8186d9b3022","Deutsches Theater, Gaststätte_Speisenkarte_09.10.1946_02.jpg"
223,"11.09.1945","Speisenkarte",1,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"a42133a11119ae3e5cfd2f1405229c79","Deutsches Theater, Gaststätte_Speisenkarte_11.09.1945_01.jpg"
224,"11.09.1945","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"5f1267491c6980851229cb8f657158a6","Deutsches Theater, Gaststätte_Speisenkarte_11.09.1945_02.jpg"
225,"21.08.1945","Speisenkarte",1,"Gaststätte","Deutsches Theater",733,1024,2534,3538,"70cadb86db308212d14ed918aed5d728","Deutsches Theater, Gaststätte_Speisenkarte_21.08.1945_01.jpg"
226,"21.08.1945","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"17995580aea92831594537d7416a0f74","Deutsches Theater, Gaststätte_Speisenkarte_21.08.1945_02.jpg"
227,"27.09.1945","Speisenkarte",1,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"a34cd57b61a0b2351745541cf241fc72","Deutsches Theater, Gaststätte_Speisenkarte_27.09.1945_01.jpg"
228,"27.09.1945","Speisenkarte",2,"Gaststätte","Deutsches Theater",743,1024,2534,3493,"7e942bbdf4fd9c633c26035825143a33","Deutsches Theater, Gaststätte_Speisenkarte_27.09.1945_02.jpg"
229,"1959","Bürgerstube-Karte",1,"Bürgerstube","Donisl am Marienplatz",727,1024,3521,4960,"c5538777995711652db2611c1e697fa5","Donisl am Marienplatz_Bürgerstube-Karte_ca. 1959_01.jpg"
230,"1959","Bürgerstube-Karte",2,"Bürgerstube","Donisl am Marienplatz",727,1024,3521,4960,"45a507ca3044b0434abb645284163a49","Donisl am Marienplatz_Bürgerstube-Karte_ca. 1959_02.jpg"
231,"1959","Lokal-Karte",1,"Lokal","Donisl am Marienplatz",727,1024,3521,4960,"68cbbba4eaa6c4b598ee45ee252ecee9","Donisl am Marienplatz_Lokal-Karte_ca. 1959_01.jpg"
232,"1959","Lokal-Karte",2,"Lokal","Donisl am Marienplatz",727,1024,3521,4960,"99d1f14958cf626f2c725292cbe6592c","Donisl am Marienplatz_Lokal-Karte_ca. 1959_02.jpg"
233,"1959","Schwemmekarte",1,"Schwemme","Donisl am Marienplatz",727,1024,3521,4960,"9ba24f4224aad6eab2ba054dc032d381","Donisl am Marienplatz_Schwemmekarte_ca. 1959_01.jpg"
